frame.frame.encap_type,frame.frame.time,frame.frame.time_utc,frame.frame.time_epoch,frame.frame.offset_shift,frame.frame.time_delta,frame.frame.time_delta_displayed,frame.frame.time_relative,frame.frame.number,frame.frame.len,frame.frame.cap_len,frame.frame.marked,frame.frame.ignored,frame.frame.protocols,frame.frame.coloring_rule.name,frame.frame.coloring_rule.string,eth.eth.dst,eth.eth.dst_tree.eth.dst_resolved,eth.eth.dst_tree.eth.dst.oui,eth.eth.dst_tree.eth.dst.oui_resolved,eth.eth.dst_tree.eth.dst.lg,eth.eth.dst_tree.eth.dst.ig,eth.eth.dst_tree.eth.addr,eth.eth.dst_tree.eth.addr_resolved,eth.eth.dst_tree.eth.addr.oui,eth.eth.dst_tree.eth.addr.oui_resolved,eth.eth.dst_tree.eth.lg,eth.eth.dst_tree.eth.ig,eth.eth.src,eth.eth.src_tree.eth.src_resolved,eth.eth.src_tree.eth.src.oui,eth.eth.src_tree.eth.src.oui_resolved,eth.eth.src_tree.eth.src.lg,eth.eth.src_tree.eth.src.ig,eth.eth.src_tree.eth.addr,eth.eth.src_tree.eth.addr_resolved,eth.eth.src_tree.eth.addr.oui,eth.eth.src_tree.eth.addr.oui_resolved,eth.eth.src_tree.eth.lg,eth.eth.src_tree.eth.ig,eth.eth.type,eth.eth.stream,ip.ip.version,ip.ip.hdr_len,ip.ip.dsfield,ip.ip.dsfield_tree.ip.dsfield.dscp,ip.ip.dsfield_tree.ip.dsfield.ecn,ip.ip.len,ip.ip.id,ip.ip.flags,ip.ip.flags_tree.ip.flags.rb,ip.ip.flags_tree.ip.flags.df,ip.ip.flags_tree.ip.flags.mf,ip.ip.frag_offset,ip.ip.ttl,ip.ip.proto,ip.ip.checksum,ip.ip.checksum.status,ip.ip.checksum_calculated,ip.ip.src,ip.ip.addr,ip.ip.src_host,ip.ip.host,ip.ip.dst,ip.ip.dst_host,ip.ip.stream,tcp.tcp.srcport,tcp.tcp.dstport,tcp.tcp.port,tcp.tcp.stream,tcp.tcp.stream.pnum,tcp.tcp.completeness,tcp.tcp.completeness_tree.tcp.completeness.rst,tcp.tcp.completeness_tree.tcp.completeness.fin,tcp.tcp.completeness_tree.tcp.completeness.data,tcp.tcp.completeness_tree.tcp.completeness.ack,tcp.tcp.completeness_tree.tcp.completeness.syn-ack,tcp.tcp.completeness_tree.tcp.completeness.syn,tcp.tcp.completeness_tree.tcp.completeness.str,tcp.tcp.len,tcp.tcp.seq,tcp.tcp.seq_raw,tcp.tcp.nxtseq,tcp.tcp.ack,tcp.tcp.ack_raw,tcp.tcp.hdr_len,tcp.tcp.flags,tcp.tcp.flags_tree.tcp.flags.res,tcp.tcp.flags_tree.tcp.flags.ae,tcp.tcp.flags_tree.tcp.flags.cwr,tcp.tcp.flags_tree.tcp.flags.ece,tcp.tcp.flags_tree.tcp.flags.urg,tcp.tcp.flags_tree.tcp.flags.ack,tcp.tcp.flags_tree.tcp.flags.push,tcp.tcp.flags_tree.tcp.flags.reset,tcp.tcp.flags_tree.tcp.flags.syn,tcp.tcp.flags_tree.tcp.flags.fin,tcp.tcp.flags_tree.tcp.flags.str,tcp.tcp.window_size_value,tcp.tcp.window_size,tcp.tcp.window_size_scalefactor,tcp.tcp.checksum,tcp.tcp.checksum.status,tcp.tcp.urgent_pointer,tcp.tcp.options,tcp.tcp.options_tree.tcp.options.nop,tcp.tcp.options_tree.tcp.options.nop_tree.tcp.option_kind,tcp.tcp.options_tree.tcp.options.timestamp,tcp.tcp.options_tree.tcp.options.timestamp_tree.tcp.option_kind,tcp.tcp.options_tree.tcp.options.timestamp_tree.tcp.option_len,tcp.tcp.options_tree.tcp.options.timestamp_tree.tcp.options.timestamp.tsval,tcp.tcp.options_tree.tcp.options.timestamp_tree.tcp.options.timestamp.tsecr,tcp.Timestamps.tcp.time_relative,tcp.Timestamps.tcp.time_delta,tcp.tcp.payload,tcp.tcp.pdu.size,doip.Header.doip.version,doip.Header.doip.inverse,doip.Header.doip.type,doip.Header.doip.length,doip.doip.source_address,doip.doip.target_address,uds.uds.diag_addr_source,uds.uds.diag_addr_source_name,uds.uds.diag_addr,uds.uds.diag_addr_name,uds.uds.diag_addr_target,uds.uds.diag_addr_target_name,uds.uds.sid,uds.uds.reply,uds.uds.subfunction,uds.uds.subfunction_tree.uds.tp.subfunction_without_suppress,uds.uds.subfunction_tree.uds.suppress_reply.indication,uds.uds.rdbi.data_identifier,uds.uds.did_f190.vin,uds.uds.dsc.suppress_reply.indication,uds.uds.dsc.subfunction,uds.uds.dsc.parameter_record,uds.uds.dsc.parameter_record_tree.uds.dsc.p2_server_time_default,uds.uds.dsc.parameter_record_tree.uds.dsc.p2_server_time_enhanced,_ws.malformed._ws.expert._ws.malformed.expert,_ws.malformed._ws.expert._ws.expert.message,_ws.malformed._ws.expert._ws.expert.severity,_ws.malformed._ws.expert._ws.expert.group,_ws.malformed._ws.malformed,uds.uds.sa.subfunction,uds.uds.sa.seed,uds.uds.sa.key,uds.uds.rc.subfunction,uds.uds.rc.identifier,uds.uds.rc.info
1,"Sep 18, 2024 11:42:36.004589000 W. Europe Daylight Time","Sep 18, 2024 09:42:36.004589000 UTC",1726652556.004589000,0.000000000,0.000123000,0.000165000,0.041837000,42,80,80,0,0,eth:ethertype:ip:tcp:doip:uds,TCP,tcp,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,0x0800,0,4,20,0x00,0,0,66,0x9343,0x02,0,1,0,0,64,6,0xa970,1,0xa970,127.0.0.1,127.0.0.1,kubernetes.docker.internal,kubernetes.docker.internal,127.0.0.1,kubernetes.docker.internal,0,46314,13400,13400,1,12,31,0,1,1,1,1,1,·FDASS,14,3590559567,3590559567,3590559581,1621746742,1621746742,32,0x0018,0,0,0,0,0,1,1,0,0,0,·······AP···,512,65536,128,0xfe36,2,0,01:01:08:0a:dc:52:58:b5:dc:52:58:b3,01,1,08:0a:dc:52:58:b5:dc:52:58:b3,8,10,3696384181,3696384179,0.006529000,0.000123000,02:fd:80:01:00:00:00:06:0e:00:e0:01:3e:80,14,0x02,0xfd,0x8001,6,0x0e00,0xe001,0x0e00,3584,0xe001,57345,0xe001,57345,0x3e,0x00,0x80,0x00,1,,,,,,,,,,,,,,,,,,
1,"Sep 18, 2024 11:42:36.006459000 W. Europe Daylight Time","Sep 18, 2024 09:42:36.006459000 UTC",1726652556.006459000,0.000000000,0.000907000,0.001870000,0.043707000,44,80,80,0,0,eth:ethertype:ip:tcp:doip:uds,TCP,tcp,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,0x0800,0,4,20,0x00,0,0,66,0x550c,0x02,0,1,0,0,64,6,0xe7a7,1,0xe7a7,127.0.0.1,127.0.0.1,kubernetes.docker.internal,kubernetes.docker.internal,127.0.0.1,kubernetes.docker.internal,0,13400,46314,46314,1,14,31,0,1,1,1,1,1,·FDASS,14,1621746755,1621746755,1621746769,3590559581,3590559581,32,0x0018,0,0,0,0,0,1,1,0,0,0,·······AP···,512,65536,128,0xfe36,2,0,01:01:08:0a:dc:52:58:b6:dc:52:58:b5,01,1,08:0a:dc:52:58:b6:dc:52:58:b5,8,10,3696384182,3696384181,0.008399000,0.000907000,02:fd:80:01:00:00:00:06:e0:01:0e:00:7e:80,14,0x02,0xfd,0x8001,6,0xe001,0x0e00,0xe001,57345,0x0e00,3584,0x0e00,3584,0x3e,0x01,0x80,0x00,,,,,,,,,,,,,,,,,,,
1,"Sep 18, 2024 11:42:36.006629000 W. Europe Daylight Time","Sep 18, 2024 09:42:36.006629000 UTC",1726652556.006629000,0.000000000,0.000112000,0.000170000,0.043877000,46,81,81,0,0,eth:ethertype:ip:tcp:doip:uds,TCP,tcp,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,0x0800,0,4,20,0x00,0,0,67,0x9345,0x02,0,1,0,0,64,6,0xa96d,1,0xa96d,127.0.0.1,127.0.0.1,kubernetes.docker.internal,kubernetes.docker.internal,127.0.0.1,kubernetes.docker.internal,0,46314,13400,13400,1,16,31,0,1,1,1,1,1,·FDASS,15,3590559581,3590559581,3590559596,1621746769,1621746769,32,0x0018,0,0,0,0,0,1,1,0,0,0,·······AP···,512,65536,128,0xfe37,2,0,01:01:08:0a:dc:52:58:b7:dc:52:58:b5,01,1,08:0a:dc:52:58:b7:dc:52:58:b5,8,10,3696384183,3696384181,0.008569000,0.000112000,02:fd:80:01:00:00:00:07:0e:00:e0:01:22:f1:90,15,0x02,0xfd,0x8001,7,0x0e00,0xe001,0x0e00,3584,0xe001,57345,0xe001,57345,0x22,0x00,,,,0xf190,,,,,,,,,,,,,,,,,
1,"Sep 18, 2024 11:42:36.009269000 W. Europe Daylight Time","Sep 18, 2024 09:42:36.009269000 UTC",1726652556.009269000,0.000000000,0.002056000,0.002640000,0.046517000,48,98,98,0,0,eth:ethertype:ip:tcp:doip:uds,TCP,tcp,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,0x0800,0,4,20,0x00,0,0,84,0x550e,0x02,0,1,0,0,64,6,0xe793,1,0xe793,127.0.0.1,127.0.0.1,kubernetes.docker.internal,kubernetes.docker.internal,127.0.0.1,kubernetes.docker.internal,0,13400,46314,46314,1,18,31,0,1,1,1,1,1,·FDASS,32,1621746782,1621746782,1621746814,3590559596,3590559596,32,0x0018,0,0,0,0,0,1,1,0,0,0,·······AP···,512,65536,128,0xfe48,2,0,01:01:08:0a:dc:52:58:b9:dc:52:58:b7,01,1,08:0a:dc:52:58:b9:dc:52:58:b7,8,10,3696384185,3696384183,0.011209000,0.002056000,02:fd:80:01:00:00:00:18:e0:01:0e:00:62:f1:90:4d:41:54:31:32:33:34:35:36:37:38:39:30:31:32:33:34,32,0x02,0xfd,0x8001,24,0xe001,0x0e00,0xe001,57345,0x0e00,3584,0x0e00,3584,0x22,0x01,,,,0xf190,MAT12345678901234,,,,,,,,,,,,,,,,
1,"Sep 18, 2024 11:42:36.009730000 W. Europe Daylight Time","Sep 18, 2024 09:42:36.009730000 UTC",1726652556.009730000,0.000000000,0.000404000,0.000461000,0.046978000,50,80,80,0,0,eth:ethertype:ip:tcp:doip:uds,TCP,tcp,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,0x0800,0,4,20,0x00,0,0,66,0x9347,0x02,0,1,0,0,64,6,0xa96c,1,0xa96c,127.0.0.1,127.0.0.1,kubernetes.docker.internal,kubernetes.docker.internal,127.0.0.1,kubernetes.docker.internal,0,46314,13400,13400,1,20,31,0,1,1,1,1,1,·FDASS,14,3590559596,3590559596,3590559610,1621746814,1621746814,32,0x0018,0,0,0,0,0,1,1,0,0,0,·······AP···,512,65536,128,0xfe36,2,0,01:01:08:0a:dc:52:58:ba:dc:52:58:b7,01,1,08:0a:dc:52:58:ba:dc:52:58:b7,8,10,3696384186,3696384183,0.011670000,0.000404000,02:fd:80:01:00:00:00:06:0e:00:e0:01:10:02,14,0x02,0xfd,0x8001,6,0x0e00,0xe001,0x0e00,3584,0xe001,57345,0xe001,57345,0x10,0x00,,,,,,0,0x02,,,,,,,,,,,,,,
1,"Sep 18, 2024 11:42:36.011391000 W. Europe Daylight Time","Sep 18, 2024 09:42:36.011391000 UTC",1726652556.011391000,0.000000000,0.000979000,0.001661000,0.048639000,52,80,80,0,0,eth:ethertype:ip:tcp:doip:uds,TCP,tcp,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,0x0800,0,4,20,0x00,0,0,66,0x5510,0x02,0,1,0,0,64,6,0xe7a3,1,0xe7a3,127.0.0.1,127.0.0.1,kubernetes.docker.internal,kubernetes.docker.internal,127.0.0.1,kubernetes.docker.internal,0,13400,46314,46314,1,22,31,0,1,1,1,1,1,·FDASS,14,1621746827,1621746827,1621746841,3590559610,3590559610,32,0x0018,0,0,0,0,0,1,1,0,0,0,·······AP···,512,65536,128,0xfe36,2,0,01:01:08:0a:dc:52:58:bb:dc:52:58:ba,01,1,08:0a:dc:52:58:bb:dc:52:58:ba,8,10,3696384187,3696384186,0.013331000,0.000979000,02:fd:80:01:00:00:00:06:e0:01:0e:00:50:02,14,0x02,0xfd,0x8001,6,0xe001,0x0e00,0xe001,57345,0x0e00,3584,0x0e00,3584,0x10,0x01,,,,,,0,0x02,,,,,Malformed Packet (Exception occurred),8388608,117440512,Malformed Packet,,,,,,
1,"Sep 18, 2024 11:42:36.011560000 W. Europe Daylight Time","Sep 18, 2024 09:42:36.011560000 UTC",1726652556.011560000,0.000000000,0.000122000,0.000169000,0.048808000,54,80,80,0,0,eth:ethertype:ip:tcp:doip:uds,TCP,tcp,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,0x0800,0,4,20,0x00,0,0,66,0x9349,0x02,0,1,0,0,64,6,0xa96a,1,0xa96a,127.0.0.1,127.0.0.1,kubernetes.docker.internal,kubernetes.docker.internal,127.0.0.1,kubernetes.docker.internal,0,46314,13400,13400,1,24,31,0,1,1,1,1,1,·FDASS,14,3590559610,3590559610,3590559624,1621746841,1621746841,32,0x0018,0,0,0,0,0,1,1,0,0,0,·······AP···,512,65536,128,0xfe36,2,0,01:01:08:0a:dc:52:58:bc:dc:52:58:ba,01,1,08:0a:dc:52:58:bc:dc:52:58:ba,8,10,3696384188,3696384186,0.013500000,0.000122000,02:fd:80:01:00:00:00:06:0e:00:e0:01:27:01,14,0x02,0xfd,0x8001,6,0x0e00,0xe001,0x0e00,3584,0xe001,57345,0xe001,57345,0x27,0x00,,,,,,,,,,,,,,,,1,,,,,
1,"Sep 18, 2024 11:42:36.013629000 W. Europe Daylight Time","Sep 18, 2024 09:42:36.013629000 UTC",1726652556.013629000,0.000000000,0.001431000,0.002069000,0.050877000,56,83,83,0,0,eth:ethertype:ip:tcp:doip:uds,TCP,tcp,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,0x0800,0,4,20,0x00,0,0,69,0x5512,0x02,0,1,0,0,64,6,0xe79e,1,0xe79e,127.0.0.1,127.0.0.1,kubernetes.docker.internal,kubernetes.docker.internal,127.0.0.1,kubernetes.docker.internal,0,13400,46314,46314,1,26,31,0,1,1,1,1,1,·FDASS,17,1621746854,1621746854,1621746871,3590559624,3590559624,32,0x0018,0,0,0,0,0,1,1,0,0,0,·······AP···,512,65536,128,0xfe39,2,0,01:01:08:0a:dc:52:58:be:dc:52:58:bc,01,1,08:0a:dc:52:58:be:dc:52:58:bc,8,10,3696384190,3696384188,0.015569000,0.001431000,02:fd:80:01:00:00:00:09:e0:01:0e:00:67:01:01:01:01,17,0x02,0xfd,0x8001,9,0xe001,0x0e00,0xe001,57345,0x0e00,3584,0x0e00,3584,0x27,0x01,,,,,,,,,,,,,,,,1,01:01:01,,,,
1,"Sep 18, 2024 11:42:36.013829000 W. Europe Daylight Time","Sep 18, 2024 09:42:36.013829000 UTC",1726652556.013829000,0.000000000,0.000155000,0.000200000,0.051077000,58,82,82,0,0,eth:ethertype:ip:tcp:doip:uds,TCP,tcp,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,0x0800,0,4,20,0x00,0,0,68,0x934b,0x02,0,1,0,0,64,6,0xa966,1,0xa966,127.0.0.1,127.0.0.1,kubernetes.docker.internal,kubernetes.docker.internal,127.0.0.1,kubernetes.docker.internal,0,46314,13400,13400,1,28,31,0,1,1,1,1,1,·FDASS,16,3590559624,3590559624,3590559640,1621746871,1621746871,32,0x0018,0,0,0,0,0,1,1,0,0,0,·······AP···,512,65536,128,0xfe38,2,0,01:01:08:0a:dc:52:58:be:dc:52:58:bc,01,1,08:0a:dc:52:58:be:dc:52:58:bc,8,10,3696384190,3696384188,0.015769000,0.000155000,02:fd:80:01:00:00:00:08:0e:00:e0:01:27:02:33:33,16,0x02,0xfd,0x8001,8,0x0e00,0xe001,0x0e00,3584,0xe001,57345,0xe001,57345,0x27,0x00,,,,,,,,,,,,,,,,2,,33:33,,,
1,"Sep 18, 2024 11:42:36.015482000 W. Europe Daylight Time","Sep 18, 2024 09:42:36.015482000 UTC",1726652556.015482000,0.000000000,0.000828000,0.001653000,0.052730000,60,80,80,0,0,eth:ethertype:ip:tcp:doip:uds,TCP,tcp,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,0x0800,0,4,20,0x00,0,0,66,0x5514,0x02,0,1,0,0,64,6,0xe79f,1,0xe79f,127.0.0.1,127.0.0.1,kubernetes.docker.internal,kubernetes.docker.internal,127.0.0.1,kubernetes.docker.internal,0,13400,46314,46314,1,30,31,0,1,1,1,1,1,·FDASS,14,1621746884,1621746884,1621746898,3590559640,3590559640,32,0x0018,0,0,0,0,0,1,1,0,0,0,·······AP···,512,65536,128,0xfe36,2,0,01:01:08:0a:dc:52:58:bf:dc:52:58:be,01,1,08:0a:dc:52:58:bf:dc:52:58:be,8,10,3696384191,3696384190,0.017422000,0.000828000,02:fd:80:01:00:00:00:06:e0:01:0e:00:67:02,14,0x02,0xfd,0x8001,6,0xe001,0x0e00,0xe001,57345,0x0e00,3584,0x0e00,3584,0x27,0x01,,,,,,,,,,,,,,,,2,,,,,
1,"Sep 18, 2024 11:42:36.015739000 W. Europe Daylight Time","Sep 18, 2024 09:42:36.015739000 UTC",1726652556.015739000,0.000000000,0.000224000,0.000257000,0.052987000,62,82,82,0,0,eth:ethertype:ip:tcp:doip:uds,TCP,tcp,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,0x0800,0,4,20,0x00,0,0,68,0x934d,0x02,0,1,0,0,64,6,0xa964,1,0xa964,127.0.0.1,127.0.0.1,kubernetes.docker.internal,kubernetes.docker.internal,127.0.0.1,kubernetes.docker.internal,0,46314,13400,13400,1,32,31,0,1,1,1,1,1,·FDASS,16,3590559640,3590559640,3590559656,1621746898,1621746898,32,0x0018,0,0,0,0,0,1,1,0,0,0,·······AP···,512,65536,128,0xfe38,2,0,01:01:08:0a:dc:52:58:c0:dc:52:58:bf,01,1,08:0a:dc:52:58:c0:dc:52:58:bf,8,10,3696384192,3696384191,0.017679000,0.000224000,02:fd:80:01:00:00:00:08:0e:00:e0:01:31:01:02:03,16,0x02,0xfd,0x8001,8,0x0e00,0xe001,0x0e00,3584,0xe001,57345,0xe001,57345,0x31,0x00,,,,,,,,,,,,,,,,,,,0x01,0x0203,
1,"Sep 18, 2024 11:42:36.017400000 W. Europe Daylight Time","Sep 18, 2024 09:42:36.017400000 UTC",1726652556.017400000,0.000000000,0.001005000,0.001661000,0.054648000,64,83,83,0,0,eth:ethertype:ip:tcp:doip:uds,TCP,tcp,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,0x0800,0,4,20,0x00,0,0,69,0x5516,0x02,0,1,0,0,64,6,0xe79a,1,0xe79a,127.0.0.1,127.0.0.1,kubernetes.docker.internal,kubernetes.docker.internal,127.0.0.1,kubernetes.docker.internal,0,13400,46314,46314,1,34,31,0,1,1,1,1,1,·FDASS,17,1621746911,1621746911,1621746928,3590559656,3590559656,32,0x0018,0,0,0,0,0,1,1,0,0,0,·······AP···,512,65536,128,0xfe39,2,0,01:01:08:0a:dc:52:58:c1:dc:52:58:c0,01,1,08:0a:dc:52:58:c1:dc:52:58:c0,8,10,3696384193,3696384192,0.019340000,0.001005000,02:fd:80:01:00:00:00:09:e0:01:0e:00:71:01:02:03:a2,17,0x02,0xfd,0x8001,9,0xe001,0x0e00,0xe001,57345,0x0e00,3584,0x0e00,3584,0x31,0x01,,,,,,,,,,,,,,,,,,,0x01,0x0203,0xa2
