frame.frame.encap_type,frame.frame.time,frame.frame.time_utc,frame.frame.time_epoch,frame.frame.offset_shift,frame.frame.time_delta,frame.frame.time_delta_displayed,frame.frame.time_relative,frame.frame.number,frame.frame.len,frame.frame.cap_len,frame.frame.marked,frame.frame.ignored,frame.frame.protocols,frame.frame.coloring_rule.name,frame.frame.coloring_rule.string,eth.eth.dst,eth.eth.dst_tree.eth.dst_resolved,eth.eth.dst_tree.eth.dst.oui,eth.eth.dst_tree.eth.dst.oui_resolved,eth.eth.dst_tree.eth.dst.lg,eth.eth.dst_tree.eth.dst.ig,eth.eth.dst_tree.eth.addr,eth.eth.dst_tree.eth.addr_resolved,eth.eth.dst_tree.eth.addr.oui,eth.eth.dst_tree.eth.addr.oui_resolved,eth.eth.dst_tree.eth.lg,eth.eth.dst_tree.eth.ig,eth.eth.src,eth.eth.src_tree.eth.src_resolved,eth.eth.src_tree.eth.src.oui,eth.eth.src_tree.eth.src.oui_resolved,eth.eth.src_tree.eth.src.lg,eth.eth.src_tree.eth.src.ig,eth.eth.src_tree.eth.addr,eth.eth.src_tree.eth.addr_resolved,eth.eth.src_tree.eth.addr.oui,eth.eth.src_tree.eth.addr.oui_resolved,eth.eth.src_tree.eth.lg,eth.eth.src_tree.eth.ig,eth.eth.type,eth.eth.stream,ip.ip.version,ip.ip.hdr_len,ip.ip.dsfield,ip.ip.dsfield_tree.ip.dsfield.dscp,ip.ip.dsfield_tree.ip.dsfield.ecn,ip.ip.len,ip.ip.id,ip.ip.flags,ip.ip.flags_tree.ip.flags.rb,ip.ip.flags_tree.ip.flags.df,ip.ip.flags_tree.ip.flags.mf,ip.ip.frag_offset,ip.ip.ttl,ip.ip.proto,ip.ip.checksum,ip.ip.checksum.status,ip.ip.checksum_calculated,ip.ip.src,ip.ip.addr,ip.ip.src_host,ip.ip.host,ip.ip.dst,ip.ip.dst_host,ip.ip.stream,tcp.tcp.srcport,tcp.tcp.dstport,tcp.tcp.port,tcp.tcp.stream,tcp.tcp.stream.pnum,tcp.tcp.completeness,tcp.tcp.completeness_tree.tcp.completeness.rst,tcp.tcp.completeness_tree.tcp.completeness.fin,tcp.tcp.completeness_tree.tcp.completeness.data,tcp.tcp.completeness_tree.tcp.completeness.ack,tcp.tcp.completeness_tree.tcp.completeness.syn-ack,tcp.tcp.completeness_tree.tcp.completeness.syn,tcp.tcp.completeness_tree.tcp.completeness.str,tcp.tcp.len,tcp.tcp.seq,tcp.tcp.seq_raw,tcp.tcp.nxtseq,tcp.tcp.ack,tcp.tcp.ack_raw,tcp.tcp.hdr_len,tcp.tcp.flags,tcp.tcp.flags_tree.tcp.flags.res,tcp.tcp.flags_tree.tcp.flags.ae,tcp.tcp.flags_tree.tcp.flags.cwr,tcp.tcp.flags_tree.tcp.flags.ece,tcp.tcp.flags_tree.tcp.flags.urg,tcp.tcp.flags_tree.tcp.flags.ack,tcp.tcp.flags_tree.tcp.flags.push,tcp.tcp.flags_tree.tcp.flags.reset,tcp.tcp.flags_tree.tcp.flags.syn,tcp.tcp.flags_tree.tcp.flags.fin,tcp.tcp.flags_tree.tcp.flags.str,tcp.tcp.window_size_value,tcp.tcp.window_size,tcp.tcp.window_size_scalefactor,tcp.tcp.checksum,tcp.tcp.checksum.status,tcp.tcp.urgent_pointer,tcp.tcp.options,tcp.tcp.options_tree.tcp.options.nop,tcp.tcp.options_tree.tcp.options.nop_tree.tcp.option_kind,tcp.tcp.options_tree.tcp.options.timestamp,tcp.tcp.options_tree.tcp.options.timestamp_tree.tcp.option_kind,tcp.tcp.options_tree.tcp.options.timestamp_tree.tcp.option_len,tcp.tcp.options_tree.tcp.options.timestamp_tree.tcp.options.timestamp.tsval,tcp.tcp.options_tree.tcp.options.timestamp_tree.tcp.options.timestamp.tsecr,tcp.Timestamps.tcp.time_relative,tcp.Timestamps.tcp.time_delta,tcp.tcp.payload,tcp.tcp.pdu.size,doip.Header.doip.version,doip.Header.doip.inverse,doip.Header.doip.type,doip.Header.doip.length,doip.doip.source_address,doip.doip.target_address,uds.uds.diag_addr_source,uds.uds.diag_addr_source_name,uds.uds.diag_addr,uds.uds.diag_addr_name,uds.uds.diag_addr_target,uds.uds.diag_addr_target_name,uds.uds.sid,uds.uds.reply,uds.uds.subfunction,uds.uds.subfunction_tree.uds.tp.subfunction_without_suppress,uds.uds.subfunction_tree.uds.suppress_reply.indication,uds.uds.rdbi.data_identifier,uds.uds.did_f190.vin,uds.uds.dsc.suppress_reply.indication,uds.uds.dsc.subfunction,uds.uds.dsc.parameter_record,uds.uds.dsc.parameter_record_tree.uds.dsc.p2_server_time_default,uds.uds.dsc.parameter_record_tree.uds.dsc.p2_server_time_enhanced,_ws.malformed._ws.expert._ws.malformed.expert,_ws.malformed._ws.expert._ws.expert.message,_ws.malformed._ws.expert._ws.expert.severity,_ws.malformed._ws.expert._ws.expert.group,_ws.malformed._ws.malformed,uds.uds.sa.subfunction,uds.uds.sa.seed,uds.uds.err.sid,uds.uds.err.code
1,"Sep 18, 2024 11:35:32.224553000 W. Europe Daylight Time","Sep 18, 2024 09:35:32.224553000 UTC",1726652132.224553000,0.000000000,0.000089000,0.000129000,0.045387000,42,80,80,0,0,eth:ethertype:ip:tcp:doip:uds,TCP,tcp,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,0x0800,0,4,20,0x00,0,0,66,0x9688,0x02,0,1,0,0,64,6,0xa62b,1,0xa62b,127.0.0.1,127.0.0.1,kubernetes.docker.internal,kubernetes.docker.internal,127.0.0.1,kubernetes.docker.internal,0,33732,13400,13400,1,12,31,0,1,1,1,1,1,·FDASS,14,2845673952,2845673952,2845673966,1111181970,1111181970,32,0x0018,0,0,0,0,0,1,1,0,0,0,·······AP···,512,65536,128,0xfe36,2,0,01:01:08:0a:dc:4b:e1:50:dc:4b:e1:4f,01,1,08:0a:dc:4b:e1:50:dc:4b:e1:4f,8,10,3695960400,3695960399,0.008277000,0.000089000,02:fd:80:01:00:00:00:06:0e:00:e0:01:3e:80,14,0x02,0xfd,0x8001,6,0x0e00,0xe001,0x0e00,3584,0xe001,57345,0xe001,57345,0x3e,0x00,0x80,0x00,1,,,,,,,,,,,,,,,,
1,"Sep 18, 2024 11:35:32.226316000 W. Europe Daylight Time","Sep 18, 2024 09:35:32.226316000 UTC",1726652132.226316000,0.000000000,0.001111000,0.001763000,0.047150000,44,80,80,0,0,eth:ethertype:ip:tcp:doip:uds,TCP,tcp,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,0x0800,0,4,20,0x00,0,0,66,0x0e13,0x02,0,1,0,0,64,6,0x2ea1,1,0x2ea1,127.0.0.1,127.0.0.1,kubernetes.docker.internal,kubernetes.docker.internal,127.0.0.1,kubernetes.docker.internal,0,13400,33732,33732,1,14,31,0,1,1,1,1,1,·FDASS,14,1111181983,1111181983,1111181997,2845673966,2845673966,32,0x0018,0,0,0,0,0,1,1,0,0,0,·······AP···,512,65536,128,0xfe36,2,0,01:01:08:0a:dc:4b:e1:52:dc:4b:e1:50,01,1,08:0a:dc:4b:e1:52:dc:4b:e1:50,8,10,3695960402,3695960400,0.010040000,0.001111000,02:fd:80:01:00:00:00:06:e0:01:0e:00:7e:80,14,0x02,0xfd,0x8001,6,0xe001,0x0e00,0xe001,57345,0x0e00,3584,0x0e00,3584,0x3e,0x01,0x80,0x00,,,,,,,,,,,,,,,,,
1,"Sep 18, 2024 11:35:32.226449000 W. Europe Daylight Time","Sep 18, 2024 09:35:32.226449000 UTC",1726652132.226449000,0.000000000,0.000100000,0.000133000,0.047283000,46,81,81,0,0,eth:ethertype:ip:tcp:doip:uds,TCP,tcp,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,0x0800,0,4,20,0x00,0,0,67,0x968a,0x02,0,1,0,0,64,6,0xa628,1,0xa628,127.0.0.1,127.0.0.1,kubernetes.docker.internal,kubernetes.docker.internal,127.0.0.1,kubernetes.docker.internal,0,33732,13400,13400,1,16,31,0,1,1,1,1,1,·FDASS,15,2845673966,2845673966,2845673981,1111181997,1111181997,32,0x0018,0,0,0,0,0,1,1,0,0,0,·······AP···,512,65536,128,0xfe37,2,0,01:01:08:0a:dc:4b:e1:52:dc:4b:e1:51,01,1,08:0a:dc:4b:e1:52:dc:4b:e1:51,8,10,3695960402,3695960401,0.010173000,0.000100000,02:fd:80:01:00:00:00:07:0e:00:e0:01:22:f1:90,15,0x02,0xfd,0x8001,7,0x0e00,0xe001,0x0e00,3584,0xe001,57345,0xe001,57345,0x22,0x00,,,,0xf190,,,,,,,,,,,,,,,
1,"Sep 18, 2024 11:35:32.228916000 W. Europe Daylight Time","Sep 18, 2024 09:35:32.228916000 UTC",1726652132.228916000,0.000000000,0.001925000,0.002467000,0.049750000,48,98,98,0,0,eth:ethertype:ip:tcp:doip:uds,TCP,tcp,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,0x0800,0,4,20,0x00,0,0,84,0x0e15,0x02,0,1,0,0,64,6,0x2e8d,1,0x2e8d,127.0.0.1,127.0.0.1,kubernetes.docker.internal,kubernetes.docker.internal,127.0.0.1,kubernetes.docker.internal,0,13400,33732,33732,1,18,31,0,1,1,1,1,1,·FDASS,32,1111182010,1111182010,1111182042,2845673981,2845673981,32,0x0018,0,0,0,0,0,1,1,0,0,0,·······AP···,512,65536,128,0xfe48,2,0,01:01:08:0a:dc:4b:e1:55:dc:4b:e1:52,01,1,08:0a:dc:4b:e1:55:dc:4b:e1:52,8,10,3695960405,3695960402,0.012640000,0.001925000,02:fd:80:01:00:00:00:18:e0:01:0e:00:62:f1:90:4d:41:54:31:32:33:34:35:36:37:38:39:30:31:32:33:34,32,0x02,0xfd,0x8001,24,0xe001,0x0e00,0xe001,57345,0x0e00,3584,0x0e00,3584,0x22,0x01,,,,0xf190,MAT12345678901234,,,,,,,,,,,,,,
1,"Sep 18, 2024 11:35:32.229135000 W. Europe Daylight Time","Sep 18, 2024 09:35:32.229135000 UTC",1726652132.229135000,0.000000000,0.000190000,0.000219000,0.049969000,50,80,80,0,0,eth:ethertype:ip:tcp:doip:uds,TCP,tcp,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,0x0800,0,4,20,0x00,0,0,66,0x968c,0x02,0,1,0,0,64,6,0xa627,1,0xa627,127.0.0.1,127.0.0.1,kubernetes.docker.internal,kubernetes.docker.internal,127.0.0.1,kubernetes.docker.internal,0,33732,13400,13400,1,20,31,0,1,1,1,1,1,·FDASS,14,2845673981,2845673981,2845673995,1111182042,1111182042,32,0x0018,0,0,0,0,0,1,1,0,0,0,·······AP···,512,65536,128,0xfe36,2,0,01:01:08:0a:dc:4b:e1:55:dc:4b:e1:53,01,1,08:0a:dc:4b:e1:55:dc:4b:e1:53,8,10,3695960405,3695960403,0.012859000,0.000190000,02:fd:80:01:00:00:00:06:0e:00:e0:01:10:02,14,0x02,0xfd,0x8001,6,0x0e00,0xe001,0x0e00,3584,0xe001,57345,0xe001,57345,0x10,0x00,,,,,,0,0x02,,,,,,,,,,,,
1,"Sep 18, 2024 11:35:32.230766000 W. Europe Daylight Time","Sep 18, 2024 09:35:32.230766000 UTC",1726652132.230766000,0.000000000,0.001004000,0.001631000,0.051600000,52,80,80,0,0,eth:ethertype:ip:tcp:doip:uds,TCP,tcp,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,0x0800,0,4,20,0x00,0,0,66,0x0e17,0x02,0,1,0,0,64,6,0x2e9d,1,0x2e9d,127.0.0.1,127.0.0.1,kubernetes.docker.internal,kubernetes.docker.internal,127.0.0.1,kubernetes.docker.internal,0,13400,33732,33732,1,22,31,0,1,1,1,1,1,·FDASS,14,1111182055,1111182055,1111182069,2845673995,2845673995,32,0x0018,0,0,0,0,0,1,1,0,0,0,·······AP···,512,65536,128,0xfe36,2,0,01:01:08:0a:dc:4b:e1:57:dc:4b:e1:55,01,1,08:0a:dc:4b:e1:57:dc:4b:e1:55,8,10,3695960407,3695960405,0.014490000,0.001004000,02:fd:80:01:00:00:00:06:e0:01:0e:00:50:02,14,0x02,0xfd,0x8001,6,0xe001,0x0e00,0xe001,57345,0x0e00,3584,0x0e00,3584,0x10,0x01,,,,,,0,0x02,,,,,Malformed Packet (Exception occurred),8388608,117440512,Malformed Packet,,,,
1,"Sep 18, 2024 11:35:32.230891000 W. Europe Daylight Time","Sep 18, 2024 09:35:32.230891000 UTC",1726652132.230891000,0.000000000,0.000090000,0.000125000,0.051725000,54,80,80,0,0,eth:ethertype:ip:tcp:doip:uds,TCP,tcp,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,0x0800,0,4,20,0x00,0,0,66,0x968e,0x02,0,1,0,0,64,6,0xa625,1,0xa625,127.0.0.1,127.0.0.1,kubernetes.docker.internal,kubernetes.docker.internal,127.0.0.1,kubernetes.docker.internal,0,33732,13400,13400,1,24,31,0,1,1,1,1,1,·FDASS,14,2845673995,2845673995,2845674009,1111182069,1111182069,32,0x0018,0,0,0,0,0,1,1,0,0,0,·······AP···,512,65536,128,0xfe36,2,0,01:01:08:0a:dc:4b:e1:57:dc:4b:e1:56,01,1,08:0a:dc:4b:e1:57:dc:4b:e1:56,8,10,3695960407,3695960406,0.014615000,0.000090000,02:fd:80:01:00:00:00:06:0e:00:e0:01:27:01,14,0x02,0xfd,0x8001,6,0x0e00,0xe001,0x0e00,3584,0xe001,57345,0xe001,57345,0x27,0x00,,,,,,,,,,,,,,,,1,,,
1,"Sep 18, 2024 11:35:32.233983000 W. Europe Daylight Time","Sep 18, 2024 09:35:32.233983000 UTC",1726652132.233983000,0.000000000,0.002059000,0.003092000,0.054817000,56,83,83,0,0,eth:ethertype:ip:tcp:doip:uds,TCP,tcp,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,0x0800,0,4,20,0x00,0,0,69,0x0e19,0x02,0,1,0,0,64,6,0x2e98,1,0x2e98,127.0.0.1,127.0.0.1,kubernetes.docker.internal,kubernetes.docker.internal,127.0.0.1,kubernetes.docker.internal,0,13400,33732,33732,1,26,31,0,1,1,1,1,1,·FDASS,17,1111182082,1111182082,1111182099,2845674009,2845674009,32,0x0018,0,0,0,0,0,1,1,0,0,0,·······AP···,512,65536,128,0xfe39,2,0,01:01:08:0a:dc:4b:e1:5a:dc:4b:e1:57,01,1,08:0a:dc:4b:e1:5a:dc:4b:e1:57,8,10,3695960410,3695960407,0.017707000,0.002059000,02:fd:80:01:00:00:00:09:e0:01:0e:00:67:01:01:01:01,17,0x02,0xfd,0x8001,9,0xe001,0x0e00,0xe001,57345,0x0e00,3584,0x0e00,3584,0x27,0x01,,,,,,,,,,,,,,,,1,01:01:01,,
1,"Sep 18, 2024 11:35:32.234125000 W. Europe Daylight Time","Sep 18, 2024 09:35:32.234125000 UTC",1726652132.234125000,0.000000000,0.000110000,0.000142000,0.054959000,58,80,80,0,0,eth:ethertype:ip:tcp:doip:uds,TCP,tcp,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,0x0800,0,4,20,0x00,0,0,66,0x9690,0x02,0,1,0,0,64,6,0xa623,1,0xa623,127.0.0.1,127.0.0.1,kubernetes.docker.internal,kubernetes.docker.internal,127.0.0.1,kubernetes.docker.internal,0,33732,13400,13400,1,28,31,0,1,1,1,1,1,·FDASS,14,2845674009,2845674009,2845674023,1111182099,1111182099,32,0x0018,0,0,0,0,0,1,1,0,0,0,·······AP···,512,65536,128,0xfe36,2,0,01:01:08:0a:dc:4b:e1:5a:dc:4b:e1:58,01,1,08:0a:dc:4b:e1:5a:dc:4b:e1:58,8,10,3695960410,3695960408,0.017849000,0.000110000,02:fd:80:01:00:00:00:06:0e:00:e0:01:27:02,14,0x02,0xfd,0x8001,6,0x0e00,0xe001,0x0e00,3584,0xe001,57345,0xe001,57345,0x27,0x00,,,,,,,,,,,,,,,,2,,,
1,"Sep 18, 2024 11:35:32.235766000 W. Europe Daylight Time","Sep 18, 2024 09:35:32.235766000 UTC",1726652132.235766000,0.000000000,0.001001000,0.001641000,0.056600000,60,81,81,0,0,eth:ethertype:ip:tcp:doip:uds,TCP,tcp,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,00:00:00:00:00:00,00:00:00_00:00:00,0,"Officially Xerox, but 0:0:0:0:0:0 is more common",0,0,0x0800,0,4,20,0x00,0,0,67,0x0e1b,0x02,0,1,0,0,64,6,0x2e98,1,0x2e98,127.0.0.1,127.0.0.1,kubernetes.docker.internal,kubernetes.docker.internal,127.0.0.1,kubernetes.docker.internal,0,13400,33732,33732,1,30,31,0,1,1,1,1,1,·FDASS,15,1111182112,1111182112,1111182127,2845674023,2845674023,32,0x0018,0,0,0,0,0,1,1,0,0,0,·······AP···,512,65536,128,0xfe37,2,0,01:01:08:0a:dc:4b:e1:5c:dc:4b:e1:5a,01,1,08:0a:dc:4b:e1:5c:dc:4b:e1:5a,8,10,3695960412,3695960410,0.019490000,0.001001000,02:fd:80:01:00:00:00:07:e0:01:0e:00:7f:27:22,15,0x02,0xfd,0x8001,7,0xe001,0x0e00,0xe001,57345,0x0e00,3584,0x0e00,3584,0x3f,0x01,,,,,,,,,,,,,,,,,,0x27,0x22
