packet_number,timestamp,source,destination,reply
143,2024-09-12 16:46:02,127.0.0.1,127.0.0.1,3e00
148,2024-09-12 16:46:02,127.0.0.1,127.0.0.1,7e00
150,2024-09-12 16:46:02,127.0.0.1,127.0.0.1,3e80
154,2024-09-12 16:46:02,127.0.0.1,127.0.0.1,7e80
156,2024-09-12 16:46:02,127.0.0.1,127.0.0.1,22f190
162,2024-09-12 16:46:02,127.0.0.1,127.0.0.1,7f1010
